timestamp,source_ip,destination_ip,protocol,flow_duration,packet_length,total_bytes,packet_count,attack_type,severity
2026-08-26 10:31:04,82.130.213.170,70.166.7.226,UDP,7031,9028,9710337,5648,BENIGN,Low
2026-08-26 10:31:05,152.254.173.114,195.215.130.132,ICMP,364211,20850,509381,9403,DDoS,Critical
2026-08-26 10:31:05,43.234.216.242,31.237.204.44,UDP,2155,53714,1886682,1841,BruteForce,Medium
2026-08-26 10:31:06,171.35.81.33,109.211.77.152,UDP,668348,34029,9904131,7351,BENIGN,Low
2026-08-26 10:31:08,198.39.37.135,148.130.94.194,ICMP,5480,63434,5787322,1916,PortScan,Medium
2026-08-26 10:31:10,173.58.222.211,103.91.26.63,ICMP,676258,13436,3348294,319,BruteForce,Medium
2026-08-26 10:31:11,184.108.240.142,48.50.91.188,UDP,666167,20955,7690428,6106,PortScan,Medium
2026-08-26 10:31:11,59.190.35.59,54.73.214.153,ICMP,920658,15847,5003383,8829,BENIGN,Low
2026-08-26 10:31:12,193.212.210.54,46.90.128.112,ICMP,129825,62232,3870029,3029,DDoS,Critical
2026-08-26 10:31:13,19.145.163.74,247.194.162.145,ICMP,258461,15727,8954865,8492,Botnet,High
2026-08-26 10:31:14,200.6.213.136,86.234.56.147,TCP,353437,32133,649003,2621,BENIGN,Low
2026-08-26 10:31:16,201.216.162.127,188.207.106.125,UDP,462010,2711,2152505,6049,Botnet,High
2026-08-26 10:31:16,200.56.239.110,119.153.226.207,ICMP,664713,40577,1598631,9030,BENIGN,Low
2026-08-26 10:31:18,7.230.5.195,191.181.254.153,UDP,686944,45239,6609406,9787,BENIGN,Low
2026-08-26 10:31:19,174.152.158.97,219.154.15.201,ICMP,768054,62516,776866,6875,DDoS,Critical
2026-08-26 10:31:20,250.76.100.70,227.110.187.98,UDP,669967,2570,1915430,4914,DDoS,High
2026-08-26 10:31:20,13.110.153.188,143.97.186.127,ICMP,941302,9386,2680582,8192,DDoS,Critical
2026-08-26 10:31:20,172.151.221.109,226.232.130.9,UDP,602931,64241,9768247,5947,BENIGN,Low
2026-08-26 10:31:21,90.93.132.237,107.167.12.83,UDP,239832,59584,418664,3091,DDoS,Critical
2026-08-26 10:31:22,48.95.135.220,156.216.99.69,UDP,520577,63289,3270570,4436,Botnet,High
2026-08-26 10:31:24,2.146.197.80,158.67.223.48,ICMP,425683,485,9011688,3140,BENIGN,Low
2026-08-26 10:31:25,177.110.150.225,232.229.105.193,UDP,747436,53171,4286124,956,BENIGN,Low
2026-08-26 10:31:26,183.154.254.93,115.176.105.1,UDP,768444,22774,5440567,2319,BENIGN,Low
2026-08-26 10:31:26,74.140.130.192,178.87.12.130,UDP,187239,65158,9455385,578,BENIGN,Low
2026-08-26 10:31:26,16.232.138.248,61.93.135.163,TCP,861301,43736,5230438,2764,BruteForce,Medium
2026-08-26 10:31:27,12.58.121.89,74.247.1.104,TCP,108060,1404,4478954,1306,Botnet,High
2026-08-26 10:31:28,3.227.244.106,81.166.151.42,UDP,229707,44500,1403871,8813,BENIGN,Low
2026-08-26 10:31:29,193.240.156.41,106.46.20.86,TCP,398331,1402,9386963,7802,BruteForce,High
2026-08-26 10:31:29,13.93.219.67,104.50.232.16,ICMP,304964,40803,9213358,689,Botnet,High
2026-08-26 10:31:30,94.112.34.165,247.66.94.39,TCP,618520,21813,6145115,4573,DDoS,High
2026-08-26 10:31:30,217.83.115.90,232.225.45.220,TCP,741428,18749,2555241,672,BENIGN,Low
2026-08-26 10:31:32,5.72.247.155,31.202.105.67,UDP,730204,42914,3767096,8928,BruteForce,High
2026-08-26 10:31:33,41.184.248.111,178.149.103.62,TCP,791924,44278,9264907,2157,DDoS,Critical
2026-08-26 10:31:33,194.74.207.135,226.202.16.182,ICMP,9967,15752,943327,3827,Botnet,Medium
2026-08-26 10:31:34,229.164.118.97,24.129.32.236,TCP,216450,58081,6224983,1403,PortScan,Medium
2026-08-26 10:31:34,141.139.214.91,197.65.95.61,UDP,739067,18798,4848691,4245,BruteForce,Medium
2026-08-26 10:31:36,126.255.160.139,189.191.61.5,TCP,784610,909,564814,4157,BENIGN,Low
2026-08-26 10:31:37,192.36.73.107,225.66.223.172,ICMP,302365,7612,6987608,5808,Botnet,Medium
2026-08-26 10:31:37,47.26.167.141,118.9.162.17,UDP,170798,43909,2203917,643,Botnet,High
2026-08-26 10:31:38,161.117.103.34,212.192.24.192,UDP,233968,28693,3253782,285,BruteForce,Medium
2026-08-26 10:31:39,116.6.243.48,23.253.67.134,UDP,984764,30197,25168,6599,BruteForce,High
2026-08-26 10:31:40,200.99.194.9,227.22.223.227,ICMP,50237,3866,4823003,5500,DDoS,Critical
2026-08-26 10:31:40,179.164.35.110,189.50.187.230,TCP,92525,65330,9756860,4640,DDoS,High
2026-08-26 10:31:41,68.221.180.155,140.150.14.170,UDP,704104,13841,7211492,873,BENIGN,Low
2026-08-26 10:31:42,65.147.20.6,47.118.163.235,ICMP,310947,5915,8992930,3949,BruteForce,High
2026-08-26 10:31:43,30.113.59.1,170.78.72.158,TCP,709961,25688,6016320,1528,Botnet,Medium
2026-08-26 10:31:44,112.44.146.10,241.12.83.61,UDP,549218,33881,1433192,7302,Botnet,High
2026-08-26 10:31:45,184.190.123.238,54.244.221.37,UDP,29473,4987,6490669,1888,BruteForce,High
2026-08-26 10:31:46,6.126.79.62,54.179.88.123,ICMP,811213,30976,5103346,6110,DDoS,Critical
2026-08-26 10:31:48,233.24.162.53,231.37.47.50,ICMP,921644,46895,7208944,8726,BENIGN,Low
2026-08-26 10:31:50,37.159.216.74,10.120.163.230,ICMP,107013,43174,8014048,2040,PortScan,Low
2026-08-26 10:31:52,170.128.125.208,17.197.94.232,TCP,113984,13050,5259480,1084,BENIGN,Low
2026-08-26 10:31:53,153.11.183.52,250.44.0.212,UDP,575111,34451,6240065,7080,PortScan,Low
2026-08-26 10:31:54,34.248.13.77,148.30.229.240,TCP,50674,61767,3669241,7368,BruteForce,Medium
2026-08-26 10:31:55,202.158.133.102,206.183.54.191,TCP,200026,47662,7706571,6346,BENIGN,Low
2026-08-26 10:31:55,235.170.188.93,138.58.215.236,UDP,760949,15628,2531594,1602,Botnet,High
2026-08-26 10:31:56,5.204.196.59,24.108.197.52,ICMP,475335,43462,7297601,520,Botnet,High
2026-08-26 10:31:58,167.107.122.52,37.189.31.117,TCP,517233,48901,977970,2599,BruteForce,Medium
2026-08-26 10:31:59,224.15.104.140,37.142.47.88,TCP,112234,31799,9384617,479,BruteForce,Medium
2026-08-26 10:32:00,144.140.62.55,129.237.114.139,TCP,471908,43985,3228804,7858,DDoS,Critical
2026-08-26 10:32:01,253.25.109.96,77.178.91.149,TCP,34893,40061,4164015,4863,PortScan,Low
2026-08-26 10:32:02,204.178.184.194,133.58.226.64,UDP,43379,40213,3948300,6666,PortScan,Medium
2026-08-26 10:32:02,14.44.196.70,50.195.220.102,ICMP,648971,57125,5170150,2922,BruteForce,Medium
2026-08-26 10:32:03,123.167.51.181,104.97.5.160,UDP,133078,47048,7442651,3233,PortScan,Medium
2026-08-26 10:32:04,1.169.143.50,62.253.69.17,TCP,311761,10686,9926056,7982,Botnet,High
2026-08-26 10:32:05,159.77.227.208,180.18.240.193,ICMP,923642,49736,5959975,2067,PortScan,Low
2026-08-26 10:32:05,188.175.187.146,239.151.54.64,TCP,481636,46696,585202,7335,Botnet,High
2026-08-26 10:32:06,132.30.214.8,136.186.211.144,ICMP,311376,9532,5193582,3897,DDoS,High
2026-08-26 10:32:08,47.139.214.163,203.178.22.1,UDP,430167,40958,4039944,4057,DDoS,Critical
2026-08-26 10:32:10,16.35.181.85,90.55.203.216,ICMP,429922,53831,3864035,3403,Botnet,High
2026-08-26 10:32:12,188.197.186.148,245.210.135.115,UDP,582123,63040,1321768,3031,BruteForce,High
2026-08-26 10:32:13,177.139.152.137,130.113.64.200,UDP,936438,52971,9543403,360,BruteForce,Medium
2026-08-26 10:32:14,233.221.185.88,212.39.213.75,ICMP,394027,61599,320930,6818,PortScan,Low
2026-08-26 10:32:14,34.56.65.143,53.183.66.141,UDP,102239,3056,7409411,4042,BENIGN,Low
2026-08-26 10:32:14,52.67.84.222,11.104.146.93,UDP,535918,61509,2209336,6319,BENIGN,Low
2026-08-26 10:32:16,117.172.146.52,132.18.232.185,TCP,874540,50067,8633670,2841,Botnet,Medium
2026-08-26 10:32:17,78.248.217.252,109.220.181.163,TCP,611747,36317,1426934,278,DDoS,High
2026-08-26 10:32:18,227.123.192.61,219.107.174.105,TCP,201274,35632,5465232,4071,BENIGN,Low
2026-08-26 10:32:18,169.198.205.168,211.181.66.32,UDP,776444,28164,8175432,7518,BENIGN,Low
2026-08-26 10:32:19,148.25.127.4,94.234.211.212,TCP,872872,60467,2353369,5404,PortScan,Low
2026-08-26 10:32:20,165.10.102.8,218.151.244.106,TCP,803948,10384,918947,5570,DDoS,Critical
2026-08-26 10:32:22,163.119.207.125,197.206.197.3,ICMP,484564,24674,5512194,6895,PortScan,Low
2026-08-26 10:32:23,197.172.152.121,132.47.164.215,ICMP,707443,56972,1364281,4221,DDoS,Critical
2026-08-26 10:32:23,70.142.208.197,87.113.168.134,UDP,615754,6995,5681542,1245,PortScan,Low
2026-08-26 10:32:24,178.28.118.15,31.50.23.178,ICMP,820593,5486,8419557,3529,BruteForce,Medium
2026-08-26 10:32:25,93.234.164.86,146.121.174.16,UDP,730988,56425,6521055,7827,BENIGN,Low
2026-08-26 10:32:27,130.178.119.13,225.106.235.114,UDP,436578,20314,289888,4068,BruteForce,High
2026-08-26 10:32:27,100.37.43.2,229.97.115.40,TCP,161140,28330,6186103,5457,DDoS,Critical
2026-08-26 10:32:28,239.167.117.65,130.84.96.84,UDP,618532,39970,530404,9439,DDoS,Critical
2026-08-26 10:32:30,201.167.179.238,129.206.215.243,ICMP,718156,13538,6420816,5193,DDoS,High
2026-08-26 10:32:31,111.21.161.93,56.186.233.120,TCP,221718,57586,2446197,1840,BruteForce,High
2026-08-26 10:32:31,44.123.154.203,5.88.34.148,TCP,755644,15004,2463139,5064,DDoS,High
2026-08-26 10:32:32,243.60.59.76,130.193.26.251,TCP,793934,20398,4911521,1102,PortScan,Medium
2026-08-26 10:32:32,92.142.200.97,180.157.11.35,ICMP,649541,50262,846647,4667,PortScan,Medium
2026-08-26 10:32:33,85.233.195.57,94.59.68.183,TCP,73833,13721,5063110,1557,Botnet,High
2026-08-26 10:32:34,235.222.114.250,242.33.226.66,TCP,450342,1551,9648018,6272,DDoS,Critical
2026-08-26 10:32:36,223.84.65.141,217.91.46.42,UDP,327382,49138,9005443,2697,DDoS,Critical
2026-08-26 10:32:37,99.13.150.178,66.20.229.221,ICMP,726208,30413,3116353,8429,DDoS,High
2026-08-26 10:32:39,130.124.143.164,113.95.175.149,UDP,288752,62099,5539093,7027,PortScan,Low
2026-08-26 10:32:39,62.75.108.154,28.159.205.143,TCP,787282,57903,19074,4863,Botnet,Medium
2026-08-26 10:32:39,218.75.197.36,202.141.15.167,UDP,649018,35564,3360551,9025,BENIGN,Low
2026-08-26 10:32:40,25.183.7.187,140.51.83.19,TCP,310542,6755,3472532,9019,BENIGN,Low
2026-08-26 10:32:41,120.17.61.221,235.131.58.117,TCP,643282,63191,4615560,333,BENIGN,Low
2026-08-26 10:32:43,119.148.24.196,164.187.231.53,TCP,361919,3885,4454636,7547,Botnet,Medium
2026-08-26 10:32:43,4.203.135.45,181.20.25.172,ICMP,562825,17463,8226601,8077,DDoS,Critical
2026-08-26 10:32:44,101.96.12.86,155.44.48.195,UDP,851702,40517,8238909,895,BruteForce,Medium
2026-08-26 10:32:44,58.196.236.201,131.159.108.11,TCP,239441,50681,1188861,7428,BruteForce,Medium
2026-08-26 10:32:45,126.183.116.238,169.28.140.164,ICMP,235345,53132,4344727,3961,DDoS,Critical
2026-08-26 10:32:46,122.196.147.82,149.42.84.134,TCP,819280,13065,719874,315,Botnet,Medium
2026-08-26 10:32:47,243.205.181.243,26.222.167.113,ICMP,744507,51122,95695,9334,BENIGN,Low
2026-08-26 10:32:49,108.110.203.241,206.143.169.13,ICMP,423989,26052,9884739,4216,BruteForce,High
2026-08-26 10:32:50,241.18.121.207,240.88.123.2,UDP,770691,37280,198112,7704,PortScan,Medium
2026-08-26 10:32:50,207.161.124.26,56.168.193.237,ICMP,883573,35980,9835883,4697,BruteForce,Medium
2026-08-26 10:32:51,149.187.181.26,179.7.118.11,TCP,836657,13919,6125089,8704,Botnet,High
2026-08-26 10:32:51,143.218.60.135,187.69.15.120,ICMP,21800,51088,3627254,3271,BENIGN,Low
2026-08-26 10:32:51,137.50.234.99,238.67.23.199,ICMP,314257,36569,6172950,4825,Botnet,High
2026-08-26 10:32:53,192.130.45.26,129.244.205.51,TCP,410907,58217,2210034,2141,PortScan,Low
2026-08-26 10:32:54,69.115.167.95,121.107.165.98,ICMP,912692,59036,7161210,5513,BruteForce,High
2026-08-26 10:32:55,226.94.190.75,35.160.159.41,TCP,600525,50931,3545960,822,Botnet,Medium
2026-08-26 10:32:56,22.110.213.126,115.140.236.212,TCP,392866,16815,9390166,1016,BruteForce,Medium
2026-08-26 10:32:57,21.63.212.252,197.27.239.57,ICMP,81916,16342,1709579,4345,DDoS,High
2026-08-26 10:32:58,182.132.188.154,119.176.198.214,TCP,444508,23560,6504317,8345,Botnet,High
2026-08-26 10:32:59,176.103.120.158,229.162.87.174,TCP,769039,49659,4625560,3891,DDoS,High
2026-08-26 10:33:01,113.54.140.22,218.201.34.185,ICMP,621498,26867,8157021,5661,DDoS,Critical
2026-08-26 10:33:03,27.209.119.211,30.150.136.171,ICMP,61823,37607,4248795,8876,PortScan,Low
2026-08-26 10:33:04,147.10.218.83,134.44.142.50,TCP,647674,61441,3740761,2603,PortScan,Medium
2026-08-26 10:33:04,125.156.181.203,148.169.119.92,TCP,571125,16099,4392580,6001,DDoS,High
2026-08-26 10:33:06,2.107.27.64,2.183.7.37,ICMP,118591,52929,478430,6049,PortScan,Medium
2026-08-26 10:33:07,68.181.192.212,119.53.33.193,ICMP,824417,26466,9042955,8699,BENIGN,Low
2026-08-26 10:33:08,135.190.249.161,114.57.192.187,UDP,584694,36984,7405282,3811,PortScan,Low
2026-08-26 10:33:09,13.73.241.51,79.3.216.71,UDP,246067,49340,3928206,637,DDoS,Critical
2026-08-26 10:33:09,131.141.85.6,11.204.251.88,ICMP,691673,56284,9693198,7104,DDoS,High
2026-08-26 10:33:11,177.89.158.249,169.183.97.97,ICMP,891419,48159,4438593,7118,DDoS,Critical
2026-08-26 10:33:12,129.74.130.25,150.66.128.174,ICMP,907710,6033,8374191,4904,PortScan,Medium
2026-08-26 10:33:13,239.142.31.165,106.24.27.30,UDP,700072,53165,2829853,2696,Botnet,Medium
2026-08-26 10:33:13,226.186.34.106,44.189.45.87,ICMP,817259,50647,5041134,7094,Botnet,Medium
2026-08-26 10:33:15,190.78.46.154,251.224.125.158,ICMP,288168,24909,5129567,9892,BENIGN,Low
2026-08-26 10:33:16,36.138.87.222,8.23.96.9,TCP,467028,11376,9647105,113,Botnet,High
2026-08-26 10:33:17,97.243.62.209,230.238.214.140,TCP,197071,10226,8714788,4329,PortScan,Low
2026-08-26 10:33:19,95.198.157.121,214.197.48.39,ICMP,402285,57182,8202026,4825,BruteForce,High
2026-08-26 10:33:20,137.71.172.128,65.139.90.58,ICMP,636783,13262,1738552,9164,PortScan,Medium
2026-08-26 10:33:21,194.59.239.74,15.20.28.24,UDP,355505,38355,1301635,4539,Botnet,Medium
2026-08-26 10:33:22,187.241.125.184,169.163.83.23,TCP,740061,64995,3658906,2007,BruteForce,High
2026-08-26 10:33:23,82.27.36.190,41.106.138.85,UDP,498151,40444,382000,5780,Botnet,Medium
2026-08-26 10:33:24,182.69.37.156,213.151.29.8,UDP,950931,5907,7273849,442,DDoS,High
2026-08-26 10:33:24,7.133.9.105,248.244.3.131,UDP,11085,42881,9188824,903,BENIGN,Low
2026-08-26 10:33:25,220.7.84.232,118.31.188.206,UDP,201552,8258,1400453,7159,Botnet,High
2026-08-26 10:33:26,26.253.149.148,212.172.195.245,TCP,69407,8408,5678250,4525,BENIGN,Low
2026-08-26 10:33:28,185.230.223.43,55.231.199.13,UDP,108535,24709,2542412,4106,BENIGN,Low
2026-08-26 10:33:28,57.170.16.110,145.170.231.217,ICMP,751546,5921,1594426,4565,BENIGN,Low
2026-08-26 10:33:30,159.248.172.196,149.6.221.98,TCP,148600,52659,3729029,2826,BruteForce,High
2026-08-26 10:33:31,247.193.201.166,63.108.80.198,UDP,678176,55402,2481812,7646,Botnet,Medium
2026-08-26 10:33:31,233.12.230.208,52.214.87.14,TCP,609656,29112,5425034,409,DDoS,High
2026-08-26 10:33:31,171.35.181.138,125.33.55.64,ICMP,682532,44821,9073801,9223,DDoS,Critical
2026-08-26 10:33:33,80.63.10.52,166.70.100.195,TCP,981584,49912,2441706,4325,DDoS,Critical
2026-08-26 10:33:33,106.16.222.51,50.166.58.246,UDP,179057,34584,6625546,4044,Botnet,High
2026-08-26 10:33:34,157.37.143.245,199.98.132.158,UDP,854906,32404,2093532,3508,DDoS,High
2026-08-26 10:33:35,29.75.44.39,188.170.10.201,TCP,121544,46199,6512759,3924,PortScan,Medium
2026-08-26 10:33:35,155.175.99.140,2.33.80.10,ICMP,148277,27082,2471194,665,BruteForce,High
2026-08-26 10:33:37,48.220.78.194,46.236.112.249,UDP,600606,1150,385207,7075,BENIGN,Low
2026-08-26 10:33:38,134.74.228.57,227.250.92.209,UDP,556801,46345,5321220,1032,Botnet,High
2026-08-26 10:33:39,228.223.196.66,167.84.147.105,UDP,491464,53637,691689,5204,Botnet,High
2026-08-26 10:33:40,28.147.188.44,31.119.34.250,UDP,931306,25495,5358756,3570,BruteForce,Medium
2026-08-26 10:33:41,59.143.103.162,11.4.130.127,UDP,513517,13752,956331,1934,BENIGN,Low
2026-08-26 10:33:43,180.254.60.68,195.101.211.242,UDP,885453,54432,8914153,9646,BruteForce,High
2026-08-26 10:33:43,194.239.181.53,185.184.81.118,UDP,693566,15414,1803526,2720,DDoS,Critical
2026-08-26 10:33:43,19.196.229.180,18.245.223.15,ICMP,271267,57405,2345602,7270,BENIGN,Low
2026-08-26 10:33:44,204.51.159.94,127.192.207.98,ICMP,417838,9145,9969176,276,PortScan,Low
2026-08-26 10:33:46,211.75.57.229,231.248.226.175,UDP,388211,60252,8753318,9382,BENIGN,Low
2026-08-26 10:33:48,194.241.98.69,242.126.150.233,TCP,315679,7639,7682126,4297,Botnet,High
2026-08-26 10:33:49,188.141.116.158,149.125.64.254,TCP,918772,12425,5728071,6575,Botnet,Medium
2026-08-26 10:33:49,217.219.217.198,230.113.88.72,ICMP,393697,63455,5220819,2861,BruteForce,High
2026-08-26 10:33:50,30.29.236.7,8.8.43.251,ICMP,226588,18490,9017206,895,DDoS,Critical
2026-08-26 10:33:52,60.235.89.3,133.235.45.70,TCP,785202,7349,8659138,9422,Botnet,High
2026-08-26 10:33:52,30.100.120.228,57.120.61.169,ICMP,982973,20909,3610591,8065,PortScan,Low
2026-08-26 10:33:53,62.183.212.161,61.40.18.54,ICMP,242883,28599,6078733,1819,Botnet,High
2026-08-26 10:33:54,125.93.233.203,74.146.192.252,TCP,447563,59966,2556564,3278,DDoS,Critical
2026-08-26 10:33:56,70.122.211.198,21.191.232.223,TCP,694456,11561,1698623,5802,BruteForce,High
2026-08-26 10:33:57,70.249.16.175,227.61.177.85,UDP,830498,3476,9005877,7256,BruteForce,High
2026-08-26 10:33:59,40.190.122.2,195.238.149.137,ICMP,802260,65140,1779395,7570,PortScan,Low
2026-08-26 10:34:00,6.116.34.68,22.9.122.168,ICMP,961752,49564,2267194,1092,Botnet,High
2026-08-26 10:34:01,110.230.126.143,218.115.135.182,TCP,377167,2492,8969783,2332,BENIGN,Low
2026-08-26 10:34:02,177.25.71.240,43.187.158.254,ICMP,719845,2058,256783,7319,BruteForce,Medium
2026-08-26 10:34:03,148.0.70.202,204.34.130.96,UDP,451129,16459,8543902,9634,Botnet,Medium
2026-08-26 10:34:04,18.30.172.206,134.149.45.16,UDP,444712,36902,1158667,4827,BruteForce,Medium
2026-08-26 10:34:06,239.157.192.45,129.185.130.31,UDP,612108,14146,5858806,4880,Botnet,High
2026-08-26 10:34:08,71.239.80.54,76.169.250.3,TCP,688436,20141,1643866,3522,BENIGN,Low
2026-08-26 10:34:08,29.250.174.70,130.70.212.54,TCP,198698,2142,4494975,1207,DDoS,High
2026-08-26 10:34:10,14.43.127.222,92.231.111.203,TCP,416078,17936,6629976,8848,Botnet,Medium
2026-08-26 10:34:10,197.96.155.93,13.77.254.188,UDP,900477,61970,5461908,6978,PortScan,Low
2026-08-26 10:34:10,12.223.180.147,187.147.3.123,ICMP,567625,59007,5836398,9335,BENIGN,Low
2026-08-26 10:34:11,144.144.45.150,185.225.209.189,UDP,85917,29468,2702636,1468,Botnet,Medium
2026-08-26 10:34:11,177.145.184.248,238.96.226.143,TCP,434530,32627,8422214,1447,BruteForce,High
2026-08-26 10:34:11,2.128.207.187,32.105.201.71,UDP,335541,5838,4887778,9890,Botnet,High
2026-08-26 10:34:12,29.255.42.64,5.43.38.113,ICMP,968013,38786,8419132,1201,BruteForce,High
2026-08-26 10:34:14,98.79.189.49,69.95.94.9,UDP,513157,57768,7298427,7425,DDoS,Critical
2026-08-26 10:34:14,6.138.108.154,31.243.142.210,TCP,823912,30911,1286494,3888,DDoS,Critical
2026-08-26 10:34:15,118.220.136.45,39.246.53.243,ICMP,592496,1079,3298057,3800,BENIGN,Low
2026-08-26 10:34:17,1.37.150.189,185.189.105.110,ICMP,925070,19086,9427462,8646,DDoS,Critical
2026-08-26 10:34:19,171.121.115.83,35.202.117.48,TCP,495195,10040,8661518,6344,Botnet,High
2026-08-26 10:34:20,85.5.241.124,125.117.132.221,UDP,322334,41237,2767374,3745,Botnet,Medium
2026-08-26 10:34:21,21.168.132.242,232.81.99.94,ICMP,282339,45609,874009,3645,PortScan,Low
2026-08-26 10:34:22,166.142.81.13,164.200.21.41,ICMP,825639,61303,9862607,1292,BENIGN,Low
